Code_BV,Code_Circ,Circonscription,Code_Del,Delegation,Nom_Ecole,del_id,del_fr,del_ar,gouv_id,gouv_ar,Type,Version,Inscrits,Votants,V_exprm,V_nuls,V_blancs,CAND_01,CAND_02,CAND_03,CAND_04,CAND_05,CAND_06,CAND_07,CAND_08,CAND_09,CAND_10,CAND_11,CAND_12,CAND_13,CAND_14,CAND_15,CAND_16,CAND_17,CAND_18,CAND_19,CAND_20,CAND_21,CAND_22,CAND_23,CAND_24,CAND_25,CAND_26,CAND_27,Total_T1,erreur
4050507004,,,,Soukra,م إبتدائية حي الصحة برج الوزير   مكتب 4,TN122,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,2,3,0,0,128,34,0,0,1,0,6,0,0,3,0,0,0,0,1,0,2,135,0,13,22,350,1
4070409101,,,,kalaât El Andalous,م إبتدائية برج يوسف - بوحنش  مكتب 1,TN124,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,0,1,1,1,2,84,15,1,0,3,0,5,0,0,1,0,0,0,1,2,1,0,55,0,20,2,197,1
4070409201,,,,kalaât El Andalous,م إبتدائية بوحنش   مكتب 1,TN124,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,1,2,0,2,86,55,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,97,0,7,2,262,1
6060814101,,,,Ain Drahem,م إبتدائية أولاد عريض - سلول   مكتب 1,TN225,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,1,7,2,5,50,22,1,0,4,1,3,2,1,2,2,2,0,0,6,1,0,16,1,14,1,145,1
7020903501,,,,Dahmani,م إبتدائية أولاد سلطان - سيدي بركات الجنوبية  مكتب 1,TN23A,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,0,0,1,25,6,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,11,53,1
7030103801,,,,Es Seres,م إبتدائية النور 2 السرس - السرس الشمالية  مكتب 1,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,3,2,0,1,177,21,3,0,7,0,4,5,0,1,3,1,0,0,3,0,0,59,0,3,47,341,1
7030204002,,,,Es Seres,م إبتدائية حي الزهور السرس - السرس الجنوبية  مكتب 2,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,2,2,0,2,211,23,0,1,3,0,4,0,0,2,1,0,2,0,1,0,0,81,0,10,42,387,1
7030204003,,,,Es Seres,م إبتدائية حي الزهور السرس - السرس الجنوبية  مكتب 3,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,1,4,2,0,1,134,26,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,48,0,11,33,270,1
7030304202,,,,Es Seres,م إبتدائية حي النور1 السرس  مكتب 2,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,2,1,8,2,2,162,10,1,2,6,1,8,4,1,3,1,3,1,1,9,0,1,51,0,10,24,316,1
7030304203,,,,Es Seres,م إبتدائية حي النور1 السرس  مكتب 3,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,3,1,0,2,182,15,1,3,4,0,4,0,0,2,3,0,0,2,5,0,0,95,0,11,33,367,1
7030304204,,,,Es Seres,م إبتدائية حي النور1 السرس  مكتب 4,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,0,5,1,0,0,171,7,0,2,1,0,3,2,0,1,2,1,1,0,4,0,2,71,1,15,41,333,1
7030304205,,,,Es Seres,م إبتدائية حي النور1 السرس  مكتب 5,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,3,0,0,2,130,18,0,0,2,0,1,1,0,0,0,0,0,0,1,0,2,62,0,9,35,267,1
7030304206,,,,Es Seres,م إبتدائية حي النور1 السرس  مكتب 6,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,3,0,0,0,102,23,0,0,2,0,2,0,0,1,0,1,0,0,0,0,1,61,1,3,41,241,1
7030404301,,,,Es Seres,م إبتدائية مهدية بوصليعة   مكتب 1,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,2,2,7,0,3,83,8,1,2,5,4,2,0,0,1,0,1,2,0,4,1,1,6,1,8,8,154,1
7030404302,,,,Es Seres,م إبتدائية مهدية بوصليعة   مكتب 2,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,3,1,0,0,38,7,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,5,1,12,23,98,1
7030604801,,,,Es Seres,م إبتدائية العرقوب السرس - المرجى  مكتب 1,TN23B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,4,0,1,1,0,1,58,2,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,1,0,9,2,86,1
7070109803,,,,Kef Ouest,م إبتدائية سواني العنب 2 الكاف - وادي الرمل الشمالية  مكتب 3,TN231,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,1,0,0,183,25,0,2,3,0,2,0,0,0,0,0,0,2,0,0,2,56,1,4,58,340,1
7080211201,,,,Tajerouine,م إبتدائية السبيعات - تاجروين الجنوبية  مكتب 1,TN235,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,11,1,0,0,107,17,4,0,2,1,0,1,0,1,0,0,0,1,2,0,0,31,0,5,33,218,1
7080211301,,,,Tajerouine,م إبتدائية حي الطيب المهيري - تاجروين الجنوبية  مكتب 1,TN235,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,1,3,4,1,1,165,17,3,1,4,2,3,1,2,2,6,2,2,1,8,1,0,105,0,13,36,385,1
7080211302,,,,Tajerouine,م إبتدائية حي الطيب المهيري - تاجروين الجنوبية  مكتب 2,TN235,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,0,0,1,0,131,19,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,109,0,8,48,323,1
7080311401,,,,Tajerouine,م إبتدائية المحطة تاجروين - عين الآبار  مكتب 1,TN235,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,0,0,0,82,7,1,0,2,1,2,0,0,0,0,1,0,0,2,0,3,43,0,7,14,166,1
8010100101,,,,Er Rouhia,م إبتدائية الحبابسة - الحبابسة الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,2,0,2,1,0,17,9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,7,0,2,16,61,1
8010100201,,,,Er Rouhia,م إبتدائية الباطن - الحبابسة الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,1,0,1,38,2,0,0,1,0,1,0,1,0,0,2,1,0,3,0,0,2,0,7,33,94,1
8010100301,,,,Er Rouhia,م إبتدائية أولاد بلغيث - الحبابسة الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,21,34,1
8010200401,,,,Er Rouhia,م إبتدائية الشوشة - الحبابسة الجنوبية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,2,1,0,0,0,32,5,0,0,3,0,3,1,1,2,3,3,0,0,0,0,1,33,0,3,38,132,1
8010200501,,,,Er Rouhia,م إبتدائية المقرونة الروحية - الحبابسة الجنوبية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,1,1,84,4,1,0,0,0,0,2,0,1,0,2,0,1,1,0,1,8,0,12,11,131,1
8010200601,,,,Er Rouhia,م إبتدائية  15أكتوبر خنقة الزقلاص - الحبابسة الجنوبية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,0,0,0,5,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,17,1
8010300701,,,,Er Rouhia,م إبتدائية جلاب القديمة - الجميلات  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,2,0,3,60,2,1,0,2,0,2,0,0,0,1,3,0,0,1,0,0,7,1,5,10,101,1
8010300801,,,,Er Rouhia,م إبتدائية عبد الصادق - الجميلات  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,22,1
8010300901,,,,Er Rouhia,م إبتدائية النقاقشة الروحية - الجميلات  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,8,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,2,2,0,7,20,46,1
8010301001,,,,Er Rouhia,م إبتدائية الصويوين - الجميلات  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,0,0,0,41,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,9,59,1
8010301101,,,,Er Rouhia,م إبتدائية الجلاب الجديدة - الجميلات  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,3,12,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,17,5,45,1
8010401201,,,,Er Rouhia,م إبتدائية برج دبيش - السميرات الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,2,1,27,1,0,1,1,1,0,1,0,1,1,2,0,0,2,0,0,7,0,0,7,56,1
8010401301,,,,Er Rouhia,م إبتدائية المرثوم الروحية - السميرات الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,2,0,3,103,1,0,0,1,1,3,3,0,2,0,0,1,1,2,0,0,7,0,4,8,143,1
8010401401,,,,Er Rouhia,م إبتدائية السميرات - السميرات الشمالية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,0,0,2,0,0,36,2,1,0,0,0,1,1,0,1,1,0,2,0,2,0,0,11,0,3,12,77,1
8010501501,,,,Er Rouhia,م إبتدائية النجايمية الروحية - السميرات الجنوبية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,1,1,0,1,0,27,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,1,1,0,5,44,1
8010501601,,,,Er Rouhia,م إبتدائية بربرو - السميرات الجنوبية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,1,13,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,3,23,1
8010601701,,,,Er Rouhia,م إبتدائية أولاد زيتون - المساحلة  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,55,4,0,0,1,0,1,0,2,2,0,2,0,0,1,0,5,47,0,3,10,133,1
8010701801,,,,Er Rouhia,م إبتدائية الهرية   مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,1,0,3,2,0,87,9,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,12,0,2,11,134,1
8010701901,,,,Er Rouhia,م إبتدائية سيدي مولى - الهرية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,0,0,1,37,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,1,10,19,77,1
8010802201,,,,Er Rouhia,م إبتدائية  14 جانفي الروحية   مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,2,0,2,0,4,85,6,0,0,3,0,2,1,0,1,1,0,0,1,6,1,10,25,0,15,28,195,1
8010802301,,,,Er Rouhia,م إبتدائية أولاد بلال - الروحية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,2,0,1,3,1,57,1,1,2,0,0,3,0,1,1,1,1,0,0,3,0,0,8,0,2,12,101,1
8010802401,,,,Er Rouhia,م إبتدائية العهد الجديدة الروحية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,3,2,1,111,16,2,0,6,0,1,0,1,0,0,2,0,0,0,0,3,42,0,5,44,240,1
8010902501,,,,Er Rouhia,م إبتدائية الحميمة عن روحية  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,4,1,1,2,57,1,0,3,2,0,0,0,0,1,0,1,1,1,2,0,9,42,2,6,30,166,1
8011002601,,,,Er Rouhia,م إبتدائية بوعجيلة  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,3,1,1,30,7,8,1,2,1,1,1,0,1,1,4,1,0,1,0,3,1,1,3,56,128,1
8011002701,,,,Er Rouhia,م إبتدائية جلجل - بوعجيلة  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,3,1,0,78,4,1,0,0,2,2,0,2,0,0,3,0,0,2,0,2,4,0,5,47,157,1
8011002801,,,,Er Rouhia,م إبتدائية الدليوات - بوعجيلة  مكتب 1,TN248,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,1,0,1,1,1,17,5,1,1,1,0,2,1,1,0,0,1,0,1,1,2,1,6,0,4,12,62,1
8020103001,,,,El Aroussa,م إبتدائية دشرة الحجاج - العروسة  مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,1,9,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24,0,2,68,118,1
8020103101,,,,El Aroussa,م إبتدائية وادي العرعار بوعرادة - العروسة  مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,1,1,4,1,0,40,64,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,83,1,3,111,320,1
8020303301,,,,El Aroussa,م إبتدائية باطن الزرايب - الرّميــل  مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,15,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,28,51,1
8020303401,,,,El Aroussa,م إبتدائية عين بوسلامة - الرّميــل  مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,0,1,0,0,27,5,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,7,0,3,57,105,1
8020303501,,,,El Aroussa,م إبتدائية الرّميــل   مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,8,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,40,55,1
8020403601,,,,El Aroussa,م إبتدائية مصراطة   مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,1,0,0,0,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,5,38,73,1
8020503701,,,,El Aroussa,م إبتدائية سيدي عياد   مكتب 1,TN24B,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,2,1,2,99,13,3,0,2,0,3,2,0,0,1,2,1,0,1,0,2,51,2,7,85,280,1
8030304201,,,,El Krib,م إبتدائية الدخانية الجديدة  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,1,5,0,0,112,5,0,0,2,0,2,3,1,2,1,2,1,0,4,0,3,17,0,11,29,202,1
8030304301,,,,El Krib,م إبتدائية الدخانية القديمة  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,4,39,1
8030304401,,,,El Krib,م إبتدائية العالية - الدخانية  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,2,0,4,0,1,61,5,1,0,2,0,3,1,1,1,0,1,0,0,0,0,1,8,0,12,22,127,1
8030504801,,,,El Krib,م إبتدائية الخنقة الكريب - حمام بياضة الجنوبية  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,1,0,0,56,5,1,0,0,2,1,0,0,0,0,1,0,2,1,0,0,4,0,5,4,84,1
8030605201,,,,El Krib,م إبتدائية المهيريس الكريب - برج مسعودي الشمالية  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,135,4,1,0,1,1,2,0,2,0,0,2,0,0,4,0,0,23,1,17,21,214,1
8030705301,,,,El Krib,م إبتدائية أولاد طالب - برج مسعودي الجنوبية  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,63,6,0,0,3,0,0,1,0,2,1,0,0,0,1,1,0,8,0,6,26,118,1
8030705501,,,,El Krib,م إبتدائية مدين - برج مسعودي الجنوبية  مكتب 1,TN245,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,1,0,0,4,0,0,138,14,0,1,1,0,2,0,2,0,0,2,0,0,1,0,1,25,0,6,38,236,1
8060108401,,,,Bou Arada,م إبتدائية بيجقة - أحواز بوعرادة  مكتب 1,TN243,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,2,1,0,2,2,1,69,7,1,1,2,0,3,3,0,3,1,1,3,0,1,0,1,21,1,7,57,190,1
8110317501,,,,Makthar,م إبتدائية القرعة  مكتب 1,TN247,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,1,0,1,0,0,49,3,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,9,0,5,82,157,1
11040105501,,,,Hammam El Guezaz,م إبتدائية كركوان - حمام الغزاز  مكتب 1,TN158,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,2,2,0,4,113,10,0,1,1,0,6,0,0,1,0,2,0,0,7,0,0,19,1,5,23,197,1
11040305901,,,,Hammam El Guezaz,م إبتدائية دار دبوس الرياض - حارة الشعراء  مكتب 1,TN158,,,,,bureau de vote,2014,543,317,312,4,2,2,0,2,3,0,0,162,36,0,0,7,0,6,1,0,0,0,1,0,1,2,1,1,25,0,19,43,312,1
12010100401,,,,Hammamet,م إبتدائية تافرنين - سيدي الجديدي  مكتب 1,TN15G,,,,,bureau de vote,2014,498,273,268,6,2,1,1,0,3,0,0,182,12,1,0,5,0,2,1,0,1,0,1,1,0,5,1,0,35,1,9,6,268,1
12020102502,,,,Beni Khaled,م إبتدائية ساحة التحرير - بني خلاد الجوفية  مكتب 2,TN15D,,,,,bureau de vote,2014,570,432,417,6,10,1,1,1,1,1,1,287,12,2,1,2,1,7,2,1,1,0,0,2,3,3,0,2,59,1,12,13,417,1
12020102504,,,,Beni Khaled,م إبتدائية ساحة التحرير - بني خلاد الجوفية  مكتب 4,TN15D,,,,,bureau de vote,2014,570,439,427,6,6,1,0,0,4,0,0,216,40,0,0,4,0,7,0,1,2,0,0,0,0,2,0,1,97,0,15,38,428,1
14030307101,,,,Echrarda,م إبتدائية بئر الوصفان - أولاد فرج اللّه الجنوبية  مكتب 1,TN41A,,,,,bureau de vote,2014,447,314,294,15,3,0,0,3,2,2,5,82,6,3,0,2,1,2,2,1,4,2,0,0,0,4,1,1,72,1,73,25,294,1
14070316403,,,,El  Oueslatia,م إبتدائية حشاد الوسلاتية - الوسلاتية الغريبة  مكتب 3,TN415,,,,,bureau de vote,2014,547,287,281,6,1,0,0,1,1,0,1,105,28,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,66,0,14,58,281,1
14070316501,,,,El  Oueslatia,م إبتدائية   14 جانفي الوسلاتية - الوسلاتية الغريبة  مكتب 1,TN415,,,,,bureau de vote,2014,459,276,257,15,5,2,0,0,4,2,2,126,7,2,1,4,2,3,3,0,2,1,1,2,2,9,1,0,31,2,26,22,257,1
15020201001,,,,El Ayoun,م إبتدائية الشوابيـة - القرين  مكتب 1,TN428,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,4,1,8,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,47,5,1,19,3,93,1
15040104902,,,,Kasserine Sud,م إبتدائية الشرقية-القصرين - البساتين  مكتب 2,TN422,,,,,bureau de vote,2014,570,401,370,28,2,1,0,1,1,3,0,140,8,19,0,1,0,4,0,0,3,1,2,0,0,1,2,34,103,3,16,27,370,1
15100818701,,,,Sebiba,م إبتدائية أولاد عيسى - مشرق الشمس  مكتب 1,TN426,,,,,bureau de vote,2014,404,209,205,3,0,0,0,1,0,0,5,84,7,0,2,0,0,1,2,0,1,0,3,2,1,1,0,20,56,0,15,4,205,1
15101320201,,,,Sebiba,م إبتدائية الغضابنية - القرعة الحمراء  مكتب 1,TN426,,,,,bureau de vote,2014,N/A,N/A,160,N/A,N/A,0,0,0,0,0,0,68,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,51,0,17,14,160,1
16010300501,,,,Rgueb,م إبتدائية السعيدة  مكتب 1,TN43B,,,,,bureau de vote,2014,588,435,422,10,2,1,0,1,0,3,14,44,2,0,0,0,0,1,1,1,0,3,1,0,1,0,1,1,23,1,321,2,422,1
16040209401,,,,Ouled Haffouz,م إبتدائية الذويبات - الذويبات الجنوبية  مكتب 1,TN43C,,,,,bureau de vote,2014,364,195,186,7,3,0,0,0,1,3,1,66,0,1,1,1,1,1,0,1,1,0,0,1,0,3,0,0,5,0,94,5,186,1
16060114101,,,,Jilma,م إبتدائية الفنيدق - جلمة الشرقية  مكتب 1,TN433,,,,,bureau de vote,2014,497,253,245,4,4,1,0,0,0,2,6,52,1,1,1,1,1,1,0,2,2,2,0,0,0,2,1,3,15,0,109,1,204,1
16060916302,,,,Jilma,م إبتدائية سيدي علي بن جاء بالله - الحمامة  مكتب 2,TN433,,,,,bureau de vote,2014,515,233,214,19,N/A,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,120,4,179,1
16120229802,,,,Menzel Bouzaine,م إبتدائية هنشير القلال   مكتب 2,TN437,,,,,bureau de vote,2014,477,258,255,1,3,0,0,0,1,1,5,77,1,0,0,5,0,1,0,1,0,1,0,0,0,0,1,0,17,1,135,8,255,1
17020202101,,,,Sned,م إبتدائية زانوش المحطة السند  مكتب 1,TN61B,,,,,bureau de vote,2014,456,260,N/A,N/A,N/A,0,2,1,0,0,2,104,6,0,2,12,0,2,0,0,2,1,0,2,1,4,0,0,40,2,25,34,242,1
19010100301,,,,Douz Sud,م إبتدائية طريق الفوار الواحة - دوز الغربية   مكتب 1,TN635,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,35,2,1,1,1,0,1,1,0,1,3,2,0,1,2,0,1,263,1,3,1,321,1
19010100302,,,,Douz Sud,م إبتدائية طريق الفوار الواحة - دوز الغربية   مكتب 2,TN635,,,,,bureau de vote,2014,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,247,0,1,0,266,1
